referenssektor,motpartssektor,avtal,ursprunglig_räntebindningstid,månad,Utlåningsräntor_till_hushåll_och_icke-finansiella_företag_procent
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,..
1,10.1790
1,9.6818
1,9.1454
1,8.6143
1,8.1728
1,8.0071
1,7.7575
1,7.4338
1,7.1846
1,6.9166
1,6.6712
1,6.3384
1,5.7922
1,5.5116
1,5.4466
1,5.5721
1,5.6419
1,5.4749
1,5.4822
1,5.4620
1,5.4222
1,5.4248
1,5.3299
1,5.2007
1,5.2829
1,5.4946
1,5.4811
1,5.2770
1,5.0966
1,4.7945
1,4.6043
1,4.5533
1,4.3539
1,4.0665
1,4.0071
1,3.9054
1,3.8051
1,3.5063
1,3.2932
1,3.2984
1,3.2724
1,3.2709
1,3.3511
1,3.3938
1,3.4889
1,3.4798
1,3.4687
1,3.6356
1,3.6189
1,3.6285
1,3.7814
1,3.7979
1,3.8837
1,4.0650
1,4.0650
1,4.1963
1,4.2307
1,4.2452
1,4.2330
1,4.4048
1,4.3873
1,4.4094
1,4.5925
1,4.6984
1,4.8502
1,4.8962
1,4.8898
1,5.0213
1,5.0907
1,5.1038
1,5.1316
1,5.2085
1,5.3578
1,5.3800
1,5.7621
1,5.4034
1,5.2726
1,4.1701
1,3.7649
1,3.1944
1,2.9579
1,2.6613
1,2.6191
1,2.6204
1,2.5152
1,2.5028
1,2.3816
1,2.3414
1,2.3040
1,2.2877
1,2.2492
1,2.2642
1,2.2428
1,2.2570
1,2.2546
1,2.3189
1,2.4301
1,2.5030
1,2.6758
1,2.8265
1,2.9684
1,3.1821
1,3.2949
1,3.4589
1,3.5944
1,3.6930
1,3.7180
1,3.7714
1,3.8287
1,3.8525
1,3.8704
1,3.8652
1,3.8977
1,3.9405
1,3.9620
1,3.9099
1,3.8165
1,3.7486
1,3.7212
1,3.7027
1,3.6888
1,3.6626
1,3.5092
1,3.4101
1,3.3545
1,3.2836
1,3.2073
1,3.2000
1,3.1751
1,3.1663
1,3.1536
1,3.1498
1,3.1232
1,3.1182
1,3.1088
1,3.0880
1,3.0695
1,2.9822
1,2.9294
1,2.8979
1,2.8729
1,2.8431
1,2.8351
1,2.7877
1,2.6666
1,2.5998
1,2.5051
1,2.4395
1,2.3926
1,2.3132
1,2.2304
1,2.1393
1,2.0760
1,1.9684
1,1.9181
1,1.8256
1,1.8196
1,1.7735
1,1.7276
1,1.7060
1,1.6624
1,1.6471
1,1.6207
1,1.6349
1,1.6177
1,1.5913
1,1.5858
1,1.5695
1,1.5642
1,1.5540
1,1.5435
1,1.5431
1,1.5398
1,1.5274
1,1.5297
1,1.5421
1,1.5518
1,1.5559
1,1.5407
1,1.5310
1,1.5366
1,1.5087
1,1.5101
1,1.4953
1,1.4827
1,1.4634
1,1.4423
1,1.4572
1,1.4626
